objectid,parentid,title,creator,date,estimatedate,description,caption,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
roma_14,roma_01,Page 12 of Roma Photo Album,Romualdo Moscioni,,Post 1889,,Unreadable [Capitoline Hill cordonata],Capitoline Hill Concordata,"Rome, Italy",41.89361543,12.48253052,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/roma_14.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/roma_14_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/roma_14_th.jpg,,
roma_15,roma_01,Page 13 of Roma Photo Album,Romualdo Moscioni,,Post 1889,,Forum Romano - Roma,Roman Forum,"Rome, Italy",41.89227187,12.48636457,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/roma_15.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/roma_15_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/roma_15_th.jpg,,
roma_16,roma_01,Page 14 of Roma Photo Album,Romualdo Moscioni,,Post 1889,,Arco Di Costantino - Roma,Arch of Constantine,"Rome, Italy",41.89001087,12.49069963,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/roma_16.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/roma_16_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/roma_16_th.jpg,,
roma_17,roma_01,Page 15 of Roma Photo Album,Romualdo Moscioni,,Post 1889,,966 - Colosseo o Anfiteatro Flavio - Roma,"Colosseum; Building, Exterior","Rome, Italy",41.89025447,12.49221577,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/roma_17.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/roma_17_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/roma_17_th.jpg,,
roma_18,roma_01,Page 16 of Roma Photo Album,Romualdo Moscioni,,Post 1889,,976 Temple di Vesta - Roma,,"Rome, Italy",41.88916305,12.48096998,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/roma_18.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/roma_18_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/roma_18_th.jpg,,
roma_19,roma_01,Page 17 of Roma Photo Album,Romualdo Moscioni,,Post 1889,,1001 Piramide e Porta S Paolo Roma,,"Rome, Italy",41.87699913,12.48087276,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/roma_19.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/roma_19_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/roma_19_th.jpg,,
purple_01,,Cover of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,compound_object,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_01.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_01_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_01_th.jpg,,
purple_02,purple_01,Page 1 of Purple Album,,,,Ship,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_02.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_02_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_02_th.jpg,,
purple_03,purple_01,Page 2 of Purple Album,G. Sommer,,1860-1916,,1104 Napoli ,"Scenery, City","Naples, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_03.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_03_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_03_th.jpg,,
purple_04,purple_01,Page 3 of Purple Album,G. Sommer,,1860-1916,,No 6136 Napoli Colonna Vitloria,"Scenery, City; Monument","Naples, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_04.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_04_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_04_th.jpg,,
purple_05,purple_01,Page 4 of Purple Album,G. Sommer,,1860-1916,,1133 Napoli Riviera di Chiaja,"Scenery, City","Naples, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_05.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_05_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_05_th.jpg,,
purple_06,purple_01,Page 5 of Purple Album,G. Sommer,,1860-1916,,1126 Posilipo,"Scenery, City","Naples, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_06.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_06_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_06_th.jpg,,
purple_07,purple_01,Page 6 of Purple Album,G. Sommer,,1860-1916,,No 1297. (Pompei) Strada di Stabbia,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_07.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_07_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_07_th.jpg,,
purple_08,purple_01,Page 7 of Purple Album,G. Sommer,,1860-1916,,1223 Pompei Casa di Sallustio,House of Sallust,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_08.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_08_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_08_th.jpg,,
purple_09,purple_01,Page 8 of Purple Album,G. Sommer,,1860-1916,,No 1237 Casa Di Cornelio Ruffo Pompei,House of Cornelius Ruffius,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_09.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_09_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_09_th.jpg,,
purple_10,purple_01,Page 9 of Purple Album,G. Sommer,,1860-1916,,1247 Pompei Quartiere dei soldati Teatro,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_10.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_10_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_10_th.jpg,,
purple_11,purple_01,Page 10 of Purple Album,G. Sommer,,1860-1916,,No 1270 Pompei Scavi Nuovi,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_11.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_11_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_11_th.jpg,,
purple_12,purple_01,Page 11 of Purple Album,G. Sommer,,1860-1916,,No 1216 (Pompei) Tempio d'Jside,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_12.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_12_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_12_th.jpg,,
purple_13,purple_01,Page 12 of Purple Album,G. Sommer,,1860-1916,,"
",,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_13.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_13_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_13_th.jpg,,
purple_13a,purple_01,Page 12 of Purple Album Top,,,,,Pompei Foro Civile,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_13a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_13a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_13a_th.jpg,,
purple_13b,purple_01,Page 12 of Purple Album Right/Middle,,,,,5334 Pompei Basilica,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_13b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_13b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_13b_th.jpg,,
purple_13c,purple_01,Page 12 of Purple Album Bottom,,,,,No. 5366 (Pompei Casa di Cornelio Ruffo,House of Cornelius Ruffius,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_13c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_13c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_13c_th.jpg,,
purple_14,purple_01,Page 13 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_14.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_14_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_14_th.jpg,,
purple_15,purple_01,Page 14 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_15.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_15_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_15_th.jpg,,
purple_16,purple_01,Page 15 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_16.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_16_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_16_th.jpg,,
purple_17,purple_01,Page 16 of Purple Album,G. Sommer,,1860-1916,,,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_17.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_17_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_17_th.jpg,,
purple_17a,purple_01,Page 16 of Purple Album Top,,,,,5316. Casa del Fauno (Pompei),House of the Faun,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_17a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_17a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_17a_th.jpg,,
purple_17b,purple_01,Page 16 of Purple Album Bottom,,,,,5837. (Pompei) Casa di Marco Oleonio,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_17b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_17b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_17b_th.jpg,,
purple_18a,purple_01,Page 17a of Purple Album,G. Sommer,,1860-1916,,10804. POMPEI Bagni,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_18a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_18a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_18a_th.jpg,,
purple_18b,purple_01,Page 17b of Purple Album,G. Sommer,,1860-1916,,No. 5345 Forno Pompei,,"Pompeii, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_18b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_18b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_18b_th.jpg,,
purple_19,purple_01,Page 18 of Purple Album,,,,,7202 NAPOLI MUSEO NAZIONALE VENERE CALLIPIGIA,Statue,"Naples, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_19.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_19_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_19_th.jpg,,
purple_20,purple_01,Page 19 of Purple Album,,,,,584 FIRENZE CHIOSTRO DI S. MARCO,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_20.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_20_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_20_th.jpg,,
purple_21,purple_01,Page 20 of Purple Album,,,,,#### FIRENZE - PONTE VECCHIO,"Scenery, City","Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_21.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_21_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_21_th.jpg,,
purple_22,purple_01,Page 21 of Purple Album,,,,,40## FIRENZE,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_22.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_22_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_22_th.jpg,,
purple_23,purple_01,Page 22 of Purple Album,,,,,4136 FIRENZE PIAZZA DELLA SIGNORA,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_23.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_23_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_23_th.jpg,,
purple_24,purple_01,Page 23 of Purple Album,,,,,4044 FIRENZE PALAZZO VECCHIO CORTILE,"Building, Interior","Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_24.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_24_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_24_th.jpg,,
purple_25,purple_01,Page 24 of Purple Album,,,,,4045 FIRENZE - PALAZZO DEL POTESTA,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_25.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_25_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_25_th.jpg,,
purple_26,purple_01,Page 25 of Purple Album,,,,,4047 FIRENZE PALAZZO DEL POSTESTA CORTILE,"Building, Interior","Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_26.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_26_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_26_th.jpg,,
purple_27,purple_01,Page 26 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_27.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_27_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_27_th.jpg,,
purple_28,purple_01,Page 27 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_28.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_28_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_28_th.jpg,,
purple_29,purple_01,Page 28 of Purple Album,,,,,4319 FIRENZE -- S. MARIA DEL FIORE,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_29.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_29_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_29_th.jpg,,
purple_30,purple_01,Page 29 of Purple Album,,,,,4036 FIRENZE MONUMENTO A DANTE,Monument; Statue,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_30.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_30_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_30_th.jpg,,
